tx_id,timestamp,sender_address,receiver_address,amount,fee,block_number,gas_used,transaction_type,status
55250af11adbedf70de58cf21b81fb6c3f1898c718843434cd6ae0982be885f9,2026-01-22T23:03:39.511401,92c93a41399668366866779db94273a17b3fdd0f,a5803e3050ac829baef8e3686936033747e677ac,67.27522862,0.00940449,1362823,35592,transfer,success
a93c02d874b6b52726a58e54572d0f8c4a223173e9e2f611359379d479f539c1,2026-01-17T17:49:39.511401,1f77fd96b96aae74f19201934098a6468df89999,49f5ad60e051197080a02ba73f4bc520f57cd7b3,94.1996445,0.00438927,1327802,39951,contract_call,success
ae583e33ccf2d2b5b030b946eee88085a0e97a4eb0f12995e23a96f258df1331,2026-01-05T13:54:39.511401,16581c5fb4c1f622b8a3812b5e0e694cf51c4543,f387a3faa5c6e9cc491c4974366942be5f44df71,48.69455774,0.00116451,1109050,93222,contract_call,failed
bd2298c6586e7f981f7dd89dda32b29afa66c07749fb0dfa9cf12d9a232482f1,2025-12-30T02:07:39.511401,d6cf975f6cb8faabe9bdca0cff86f9852be48d6f,4c899059e5670fc8a1ea007143996ff9d230b5c0,0.68401565,0.0037141,1069778,69142,contract_call,success
42177c6c1216d10a2627a2e6da0da54ed20af870b6c2ee5bee51377a495737a3,2026-01-09T06:45:39.511401,5e2d699ebb719522d173bb264d3fc8ca9c01aa37,cd3f762567b5ec90e9e86dc399f3c419af96a61c,46.78659542,0.00760387,1291784,65172,contract_creation,success
b72280472da7ae91cdb0364258b7320f210fe945856cb92caca7ae1b3357fefb,2025-12-27T11:54:39.511401,9f38b252d122e220ae8277b53aa3e68cec36f42e,7b4a770527db91b03ab596a8f92fb31d628ff6f8,45.33667542,0.00963987,1173766,61479,contract_creation,failed
b86d0649d3f04e49cea222c9a29df3bcc7fdd9033eff6eedae9794d044659395,2026-01-05T12:57:39.511401,46b4051e054bf23e07e379ed0c74b26fbaf7a37f,6a749b9d70303f71f0bbf15769eb15021faa1bda,44.12562444,0.00731297,1066735,94663,contract_call,success
396bc8c069bb2da2827552f9285668b731f0c7126f619ffda1e6ce55beb1228f,2026-01-10T14:12:39.511401,b6af7e9299d3e32cf9265cfbcb3359f659ce2ea0,bc0d893fa8253991353e626c792f8afeb55a958b,25.17089056,0.00049745,1143870,36171,transfer,failed
6ca19aaf73ae25d5273c465c5e29df4be4c1a1bea0fbf8e858f19db0c05e6cd1,2025-12-29T11:51:39.511401,7cdc8d5a46842ff1bfcdeb1baab404871342d677,1a1321809912b4732124ff1e1e4b79811f43511b,57.87593182,0.00230095,1190613,34690,contract_call,success
46e7765cf56375bb25934ddc44ccc5edd5de5ea7d79a1afa2e3c8a07f11f07f2,2026-01-14T06:13:39.511401,384ba575b5a90e9567e01e34799dc2377e80fd24,8509a3601fb3cc7b3a609efbddca6064e4252828,57.93580764,0.00715513,1289334,31462,contract_call,success
d270e67cba81af24ccec6ddb5fef534f7d929048218d4dc1d032630a2a697f53,2026-01-15T11:50:39.511401,ad0de35182357443b56cc7bb046cf0d115dde530,5c90f8749d5bad1481f1df09b857e79a6366c13a,60.02322446,0.00523354,1061721,72302,contract_creation,success
77d29b831fa4b9e35a07ad1f35cdb931cf09d4f6024b6bc63656f13b1370016e,2025-12-27T23:55:39.511401,004626544ef5a0b41c0c0efc9ef1cee9f3c09aa3,539fc162a71d6ee9cad032d1af8afc20b2a3c50b,72.16106766,0.00192747,1064292,96936,transfer,success
766e56eb4f5be44cf7439200e0df6e705ecf4e8c98563cdc2468a2c70f2ed736,2026-01-02T23:21:39.511401,fda7db8b42faf13a2c3930a63d38ce755f778208,6291e59d207f2dc8ce8a17d714f669b8bce108e7,52.34271647,0.00092457,1250181,79297,contract_creation,success
8bc85dbd9aacb8bd70cc400cd2e23eae094e2cc81d899e236f21869fda7d580e,2025-12-31T18:23:39.511401,26e48918ba98f317c132e2e46877e0327e842fcc,464048cf0e5a34f7e47d5f23dcfb1d3f339c0904,76.06222732,0.00459418,1258578,63582,transfer,success
c22de9f0c54ee774881a223c6703d0fd03f59adab1907dfaaf01f3086b0eae2b,2026-01-23T08:46:39.511401,afb91baa7e62aef60874b6dd1cccfcc46c71e118,c77a68817983732b183c33e33c15f6fa9bbeb710,48.30601383,0.00123258,1241558,91299,contract_call,failed
a8fec551feab3b40f7a142a3ff0744fb6e85fa35c3dde45e732beecee25e8172,2026-01-04T06:41:39.511401,6a749b9d70303f71f0bbf15769eb15021faa1bda,01a87c50928c2a3af2793b161719b4c4f12c4773,75.09906751,0.00480166,1492205,40424,transfer,failed
422f728ae1519c5447083db47dc17acc709eb13a600095f30d3302cbc3ce6255,2026-01-19T13:03:39.511401,f356dbdbf3e5f00fc15f35171e6ab7554580d652,642c7345397babfbba149fd4e8f7680154784deb,40.89974576,0.00359514,1458720,97661,contract_call,success
07bd6d6645c20866084764177cadf40447256c379080fd2cdd2932d98869659c,2025-12-27T04:20:39.511401,35dc07d746250fc815abaa80a7e0408b4f2809c8,99d4293c5e0912985cc7b15a1b841cf7effc54dc,56.03202574,0.008948,1459765,53347,contract_creation,success
8ce8b079cbad04f881ebcc789b5ee2b88c17d9cd4c9b272569606d73474cff20,2026-01-09T10:40:39.511401,0078d89ed477dc4c7e0999c95817e739229fb616,303cf90702d607f65af32eba218554e93df03547,46.56644091,0.00950897,1343069,92969,contract_creation,success
9cee47c2baa9ef49e20dad76d880e460fcba23b0470c33b8c25b16aa8dc1322b,2026-01-05T02:17:39.511401,e58ac54b80a986171fa5cca4d57a50b18d67d655,2d1598ece3c951ccce3819bf2179639d31737d60,23.46396546,0.00186291,1362340,56651,transfer,success
d33036a9cf6a6c1fc48627bb06a798dae5d5f869ad92843b1a960b129639b441,2026-01-11T13:40:39.511401,74cc5ff4c5d52c49dfe116a3e8b5bf5fbfb560d0,ca3579db5fee595c55c5ebbbeb90fcdb6d392add,53.09190994,0.00075601,1197161,63955,contract_creation,failed
ca09b72468ed1333a4b0fef96cf93613835eebd5e9e8d829e90d4d11941ebbc5,2026-01-23T10:02:39.511401,9b1d130662cf61c8bf3a4812f0fa05a2d3c81bbc,882b0e1975d85fb691b83e4c9168f065ed6817f1,54.88079435,0.00375508,1095410,54257,contract_call,failed
1eb8f309eea5769936384282c6cbf2dd5458e701c1e25947e22b722081f824d8,2026-01-11T15:31:39.511401,772bc343eb66d2e11b8b8fab32d09d79496a3d56,7aaff5b9b7363407677a95fd27ab4e91f7a0fa26,88.25923725,0.00273158,1273638,62785,transfer,success
c10516026ce80166257415093d3ea8d691e3c59b9cf9a5996fa26fa4184a2d5b,2026-01-21T02:23:39.511401,004626544ef5a0b41c0c0efc9ef1cee9f3c09aa3,cd3f762567b5ec90e9e86dc399f3c419af96a61c,55.97336595,0.00638076,1196382,38297,contract_call,success
1fb654494d5e08403a749802326a737112ced9fae60c3667fa0fba1fee1d7f6e,2026-01-20T10:53:39.511401,1979631e8ecb7019fd124f8a894e730818f3f023,394ac223cf8c6932e35b0fff2cab2955adf6b4b9,17.4856782,0.00414805,1474069,91701,contract_creation,success
53d20f2879594f3a23a55ac193a59ede487623804b6db8c0d7de20ff4bc52408,2026-01-15T13:21:39.511401,304cc66140ce3bbc28257b4e8e881b04ac1a47f4,464048cf0e5a34f7e47d5f23dcfb1d3f339c0904,56.75639445,0.0063839,1424432,90541,contract_call,success
24b8ee0c6e48c73300d6004597e4459353ce0ea5b8413260fb6387a7ff4c7acf,2026-01-06T13:50:39.511401,fa9669296f345d5414ff7127c9ecdacc9e4eccdc,4934858c22790e2b9a2210f9e9ce27ea6774a2d4,35.34414041,0.00117947,1498515,90404,transfer,success
ec480302c506954b35c67bb302c7c3e915c0400bb65c7c41f0b4569d49d7af47,2026-01-23T21:24:39.511401,1affb008b16bc487c4116f65e7d45b2ef19dffea,26e48918ba98f317c132e2e46877e0327e842fcc,46.48522334,0.00604972,1322369,96067,contract_creation,failed
4f4ebe35c5b794e6413eb47cf9bfbae051bdc4700e089b3a79c4d6369c7ab803,2026-01-09T21:21:39.511401,85c2853c06c025a839c46e1d0d23853b0a52b175,8e7911259e474ae7d25933cce4a8ca22ed123b31,33.81744425,0.00600962,1288388,55901,transfer,failed
66ce96fa4e084cc6cecbf41cdd2f3dd95a048f06559774cbea0013ae75c15630,2026-01-10T20:17:39.511401,a5803e3050ac829baef8e3686936033747e677ac,35dc07d746250fc815abaa80a7e0408b4f2809c8,75.71161796,0.00200261,1206528,37312,transfer,failed
983bacf2c1d578dee996e871a921ee3e029d40290e06bd0a29daa834a88860d7,2025-12-25T19:39:39.511401,de653acd01229031f45c919f983c32252b1aa1a7,cf1e5b42c037186e69ccf2b6bc9f73cd145a7a14,69.32358377,0.00929654,1419545,37712,contract_call,failed
860c3dd0d0c0f3da7ebff5f5b3d184518a775e834f81c165970d82bbf85019b8,2026-01-12T16:39:39.511401,3e2f4a9b09aa12f89265456484fb9fd74ed9905e,363b496fc6bc8853aa8c43f8fb97cc3c855712e7,45.12489876,0.00166182,1384359,57936,transfer,success
7d6dbe15991a5a58895bec805acdfc578f3471082cb37ceeb9229df5556e8193,2025-12-27T21:50:39.511401,25d90bc3c0a3ccf6fea8327a40caade420ebf13a,5c90f8749d5bad1481f1df09b857e79a6366c13a,56.10917435,0.00273898,1373911,37087,transfer,success
dd9eabf63a29d1a83020a62c63df83b6ffd07efa498b4e854a54f05464cd5610,2025-12-31T20:40:39.511401,74cc5ff4c5d52c49dfe116a3e8b5bf5fbfb560d0,2d3042202ff4ad89b99996a782d7facae6693c0a,19.29223752,0.00451585,1049428,71808,transfer,success
320755b91e693472f80a3d4e60987048b5e580ebcd46bcbc9369330c68b53998,2026-01-12T17:37:39.511401,4c0b09bb3c21060f293265138c355f3c7099be90,25d90bc3c0a3ccf6fea8327a40caade420ebf13a,44.75198316,0.00162229,1440180,82395,transfer,success
2182fedfc20b0a726ddc713a70dcf50b6ff44fd72ca6f0e914ba4d02b99c853f,2026-01-21T05:13:39.511401,981f6c3658dd4853243430ee0e0bd9eaec99df6c,1bc2e9e70deffa62a3a205745a234acd9a8862e2,41.74504589,0.00312177,1264847,40208,transfer,success
3c83f3d2a3fc56fc8aed022bb286c3fc45fbdcdd09608d24fa1683a111d8ef1c,2026-01-12T17:25:39.511401,29534eb48c4aa2b34bff5c8a0b31444054ecd6ea,b8109400b5a3a15d8aaf23368df623e5481150a4,21.0404186,0.00036145,1226729,32326,transfer,failed
ba570cc2f65d922a115c2698114688537bf95f0f1ffb2ca30ad3dcd2e0a62ac0,2026-01-10T21:19:39.511401,92594b7da378a8e14ef21f8b56ca88a982b9ec27,12d1b07854ab663f5d0983924077789f059a2f60,73.3688545,0.0063254,1055935,27542,contract_call,failed
162c69f51edb4760d032e1aab394aefe61911e656c48249e3ed271f427f09419,2026-01-05T05:59:39.511401,a1e24b97f16bff321f46b0e1bfc6050b899bb551,25d90bc3c0a3ccf6fea8327a40caade420ebf13a,5.48890117,0.00782818,1289155,61413,transfer,success
5de0e659898d84aca5880927d67784321204424df9268633c8a39fb6d3f00168,2026-01-19T12:10:39.511401,c76ce849452cee9e9e0d0fbd5b214f2dd225b4f8,6a749b9d70303f71f0bbf15769eb15021faa1bda,18.46352701,0.00512077,1066036,99316,transfer,success
2e0104fb0cc942b419109ed698fec49b6e48071fe3bc9eb58ba5f2bd8416a8b0,2026-01-16T00:17:39.511401,14ee9e523b74474f2747f9ce9bf36b7c9ca7b891,14ee9e523b74474f2747f9ce9bf36b7c9ca7b891,67.40244717,0.00158912,1467477,28863,contract_creation,success
87eec7ab13a80bfb5f2483885670cf2bdcee85ab0a3b507590ab98cdc7b0e0fb,2026-01-22T12:39:39.511401,539fc162a71d6ee9cad032d1af8afc20b2a3c50b,9bb2091fb3b6ae32a080908973168c2a5e57b171,61.86068859,0.00344369,1339691,61658,contract_call,failed
83bf4ce1ce508e4d3c03188c48c2db386177cb0437a4fc9c931cdb0ba9f97a81,2026-01-05T08:23:39.511401,ff329d6d494f21fe38af3962fdd5e93846fca1f4,d6052e7896fda99aafae89ccfd0e869894df7fd4,0.05229882,0.00492261,1483386,27458,transfer,success
a76d3c06ea0ed4f86b34a2cc72f59c1373735d9b3049fb06a55407b2391a8a11,2026-01-08T19:53:39.511401,69df9d9d65bb88e5bce48f0a4e5820d26c084849,80c21f0ff2eed67f655d8d97e9aad37592254456,16.93283031,0.00911386,1500000,31035,transfer,failed
b590a1aae47aa0678e47dce80a63f030f365f2e20c900915134df8b17f43cf2e,2026-01-03T06:22:39.511401,8e7911259e474ae7d25933cce4a8ca22ed123b31,a1e24b97f16bff321f46b0e1bfc6050b899bb551,17.06880353,0.00264555,1309745,90063,contract_call,success
3d9b437d04c6a1879b4ecaac65f554d0bbb18ab9da027057c0e9f2d47e1d9df0,2025-12-31T04:27:39.511401,69df9d9d65bb88e5bce48f0a4e5820d26c084849,54f1e9cd64d203395448e9c03861c781fedccba3,15.47814722,0.00551043,1243163,45393,contract_creation,success
62ef7839e4d11ddc57dc30f2b6834e79bffbdcb4b9853b42348018ecc1eaf9bf,2025-12-26T03:49:39.511401,95897de46c6e22799d92c586096736bbef5accea,ae9c8d1a6877e7a06dbc55839717b59cb61d6714,51.47144035,0.00586837,1083439,41543,contract_creation,success
3e8ecb726ecb1757c75a97d8eb8aec510e52487c27e9b244972544ceb90c1633,2025-12-29T00:43:39.511401,99d4293c5e0912985cc7b15a1b841cf7effc54dc,ffe1a779f30d7bea486bf8039a92e1d5f9b75821,1.24030706,0.00124199,1278993,61955,contract_call,success
4f96181baca9b693fcd51633e29ab68b593bba49e5fbb353c87436781efbf13d,2025-12-28T15:01:39.511401,539fc162a71d6ee9cad032d1af8afc20b2a3c50b,fb1e647ac222ee1e1aeb3937fd3c73f61948b892,88.77111409,0.00804698,1484453,65638,transfer,failed
bfca33f91c2a514223db9bd77bf04ac653b39169633123f545bab13b882e5f75,2026-01-11T12:55:39.511401,6049969581c486c82da84cf71e9b3a96874ffadb,bd7ab7a15a6cfa91ac4a5d46944d99eb8478a13c,31.33295818,0.00198255,1181468,30727,contract_creation,failed
8e91ff33a3d71a6eed61ddce69c56c2151fb4ff2b9a7aaa5cc8c17452a82f1f5,2026-01-09T04:18:39.511401,f356dbdbf3e5f00fc15f35171e6ab7554580d652,f45d1f46d0df8d505b7b15c8db9673cae8ae71a6,83.1879094,0.00487357,1345606,29322,contract_creation,failed
67c64dfc6e3ac9bd63d7c6e06355dae374d357f0fcd4a37ce8065f1ada28ca7a,2026-01-18T10:52:39.511401,cf1e5b42c037186e69ccf2b6bc9f73cd145a7a14,4379c7c8a4a0127620b22db3286160d7f5788144,9.55524363,0.00514826,1225397,49184,contract_creation,success
28270b12e761633db555dfd3db87e939aa6d03ec2f826410ef3b66a51d87e595,2026-01-05T10:33:39.511401,0078d89ed477dc4c7e0999c95817e739229fb616,772bc343eb66d2e11b8b8fab32d09d79496a3d56,84.15941334,0.00186068,1194136,41980,transfer,success
7f79d6b1f602436effe40b8af645d620f2237f59391476e80dd094b7ad882218,2026-01-19T10:04:39.511401,352d39e9272c01fdd64f50c80242213db530d595,7b4a770527db91b03ab596a8f92fb31d628ff6f8,44.5299243,0.00974982,1291578,54322,contract_call,success
fe859cea98832cc5092b4c68ca18a8b605d7f299ab8b3789638e85848aec6436,2025-12-26T22:18:39.511401,709f77db8780891c6937796bb6fb722cabca37ad,f2c3d4fa84de8c442a47080254aecb69968586fb,57.18896421,0.00177333,1296892,61375,contract_call,success
a1a0b1b700ca462454e36019daab84de1f5b182388c0f9941e1f67845bab2f77,2026-01-04T06:29:39.511401,8757f9779d4f4437e3bb81f3fda692cc402ea869,b6af7e9299d3e32cf9265cfbcb3359f659ce2ea0,97.38165794,0.00708485,1323391,58215,transfer,success
c999d9c933e8a601a29863e84f4f1d162816b5672f7dc3f274d9e0c066089b18,2026-01-21T05:23:39.511401,c707182920ed11cbf257423ae8b78d48af86e48d,496f2e782644d59dcff5a85266b128ff1d5c831e,97.25157004,0.00782585,1441270,74640,contract_creation,success
827d805acddfd26b26947aada5e0f53a7166eb95814f41cd845d3e0ad43a5357,2026-01-23T02:14:39.511401,68e36cdd2565dadeced6f593d8714df844530601,981f6c3658dd4853243430ee0e0bd9eaec99df6c,45.10247059,0.00955529,1349960,61160,contract_creation,success
f8254ec5aeef2f4e1ba8a503366c3f52c9366bfd7d8a28ce8cdd583ba0002c0a,2025-12-28T17:10:39.511401,394ac223cf8c6932e35b0fff2cab2955adf6b4b9,c77a68817983732b183c33e33c15f6fa9bbeb710,69.85884902,0.00035961,1088977,82948,contract_call,success
beac2917473a66c004559bffcec324090c88933559e08949cc58796b3751d72d,2026-01-04T11:50:39.511401,df81c4ec88f0e53d216b9a2e65b3ee8d14a1bd6c,17efd34b75e476b69cc5cf9f43bf67d54f713e23,91.4823716,0.00960269,1111424,87144,transfer,success
4f51e84795114d31d8e3e6c15cba5e60c0d0a802b439d33ca600b131814d11dd,2025-12-28T09:36:39.511401,80c21f0ff2eed67f655d8d97e9aad37592254456,35371a0643f6571ce5874b7796842b06f1a556d5,94.88743942,0.0070135,1414179,77935,contract_call,success
b00bfa86ecbcba4f8017c6290201d9e3c63b340288de2fc0966acb039bda0ac5,2026-01-21T06:05:39.511401,10e3a3d7f33bd50dd65794e7365cd619925304d2,4379c7c8a4a0127620b22db3286160d7f5788144,26.20606587,0.00563968,1273704,36274,transfer,success
2855f89ae418ffcee82b349efa2fa76dac7ece94080a8f48315e4655316c77a0,2026-01-10T12:30:39.511401,c9127c673a1b24e05c2e647b3784b0009a3b503b,5ebc582acd1c8872f31ce8a20a452360294f9786,47.96006701,0.00434644,1069760,48585,contract_creation,failed
dcba54a92ecdbb982c5d33591669e006d19184fdc7a88d9ab2a3e0da3fd10dc9,2026-01-01T21:07:39.511401,303cf90702d607f65af32eba218554e93df03547,65edcb072bf774f56e6c48074db51e8530d5e675,56.46739263,0.00450596,1274646,75587,contract_creation,success
85ca5987a2bffa69011eebf8774d7743462a6c52f1cb1f156bd343ebe0246d2a,2026-01-11T15:08:39.511401,642c7345397babfbba149fd4e8f7680154784deb,92c93a41399668366866779db94273a17b3fdd0f,99.84758768,0.00810665,1026463,92478,contract_creation,success
2b43ec05310387883513f097f8703013c598312088d154b5f50001db74fe0d34,2026-01-09T03:07:39.511401,ed24051a26d1c69dd1073828bb33ec921c5bf523,2fdc6ea1f71266ab9515d94029a778a1ea964d53,93.79609155,0.00270235,1306449,48730,contract_creation,success
29d2d784437d377b828cdd03887550518ec76bbf15ebf3c453bc6e4774090bc8,2026-01-08T17:19:39.511401,c317b4efecc8016926df00df238a82e007a3af11,7c4eb476998eee90face337e3d212a5e095cbc4a,25.01932859,0.00988841,1282370,79555,contract_creation,success
1217734e084a075d55ebdaf5b2d3966925a07bd20e319d09d562a3c2c9598513,2026-01-09T07:04:39.511401,08c9911c7ff77c9dbf3940572b60f143be0ca13d,9f38b252d122e220ae8277b53aa3e68cec36f42e,44.71779549,0.00069929,1162456,64865,contract_creation,success
83b37a93e05383f3dbd7653a2794ed1cdf7c4051b61250c6637d7783bfe904f7,2026-01-09T01:57:39.511401,352d39e9272c01fdd64f50c80242213db530d595,9b1d130662cf61c8bf3a4812f0fa05a2d3c81bbc,35.19082464,0.00118507,1178192,70022,transfer,failed
02ed4f35294355f1b0714a9c938853c9beda5aa0db336e2ca0768dd70b440d6b,2026-01-03T12:17:39.511401,1979631e8ecb7019fd124f8a894e730818f3f023,981f6c3658dd4853243430ee0e0bd9eaec99df6c,14.01933376,0.00043696,1398417,37603,contract_call,failed
11b9f7b76fa3adccb5463e76340354b7bbef59ca5153506b0e98f5518aaa2744,2026-01-06T18:29:39.511401,55826cb88dcbb2e94766392a12ccfc11a86f314f,0078d89ed477dc4c7e0999c95817e739229fb616,26.27844991,0.00542635,1458257,73145,contract_call,failed
df8a76d0975952dc4ae1b9f60033d2ae1f47f273ced5cac7de5956d1be4f2b10,2026-01-24T06:07:39.511401,be5be911450db327b549a3348410ca95ac10723c,fbfc61d83385c737a7a385df60244227f04a87fe,82.96146756,0.00614381,1383342,27778,contract_creation,success
f40297bb5c44446fc64445e133d615e822fe282822dd0af2af0e8fdcf7de7cf2,2026-01-12T23:42:39.511401,f356dbdbf3e5f00fc15f35171e6ab7554580d652,11f8ec630ceea492d97fbd4ecc9eed9700e204c8,44.7440427,0.00386815,1355169,44392,transfer,success
1673606faf90ac0df7af41810b198b9c87f8a5e3ca7cc1c528bb3b67b981659e,2025-12-28T08:24:39.511401,e58ac54b80a986171fa5cca4d57a50b18d67d655,495a1cf8d6485881dbc1cb19cdb2c5060d11fade,70.61928937,0.00773113,1009253,81438,transfer,success
33d2aef1c8ac1b1b728bc78d9f752d31fcd3e4fd6aa40ecffff318d18f490ba5,2026-01-10T02:23:39.511401,c76ce849452cee9e9e0d0fbd5b214f2dd225b4f8,bde4956a3f55b09b90538e4300d92259830276d0,82.43829566,0.0030186,1026474,79673,contract_creation,success
f0c4a9f6495dc8d5fbe9d196b381c939f3b504304f0d9723d2eb09665291e774,2026-01-17T08:06:39.511401,e83f6351c3a7cdffc0155773eea39d1ad01108b3,8afb15d7d26da4ef63bde1eefbb8f2255bb9258c,37.93199127,0.0051675,1049807,53250,transfer,success
c7e9cafc97275aef87d4f2d6f03edec8e95041d414a2552997b2d524f6b360bd,2026-01-14T06:20:39.511401,afb91baa7e62aef60874b6dd1cccfcc46c71e118,981f6c3658dd4853243430ee0e0bd9eaec99df6c,79.74595945,0.00680508,1045440,89761,contract_creation,success
d7e47f320d8a674e06fb6db387ee4e595ce563d19e512f62d4fab67e6eafa497,2026-01-23T06:53:39.511401,35371a0643f6571ce5874b7796842b06f1a556d5,46b4051e054bf23e07e379ed0c74b26fbaf7a37f,22.40465308,0.00746183,1416571,37271,contract_call,success
0542c5c41bbf13723dfb9c18df6c12f430651532e18e60bf88aa0741096960ff,2026-01-18T16:31:39.511401,d8f6eda5fda2e11cb37f896e0193ac04e1b6362e,01a87c50928c2a3af2793b161719b4c4f12c4773,0.83226173,0.00874268,1229977,49617,transfer,success
b6c71a33a2fa77e2ab8b1adc46d1d7ee33c0d70ff6d558d7add06913421e5648,2026-01-08T00:15:39.511401,92c93a41399668366866779db94273a17b3fdd0f,f63812aecc934ff02830f1a5083aea49cef946ec,41.15997981,0.00383243,1249742,28529,contract_call,success
